No,Date,Route,Bike,Location,Distance(km),RideTime,AvgSpeed(km/h),MaxSpeed(km/h),AvgHR,MaxHR,MaxCadence,GPSPoints
823,2021-03-10 21:44,Nukeproof,Nukeproof,,16.76,1:05:11,15.4,34.8,,,,505
824,2021-03-11 08:07,Nukeproof,Nukeproof,,17.60,1:04:36,16.3,38.6,,,,477
825,2021-03-14 21:39,Nukeproof,Nukeproof,,16.43,1:07:58,14.5,31.4,,,,451
826,2021-03-15 08:35,Cyclemeter,,,16.39,1:04:19,15.3,35.6,,,,426
827,2021-03-15 21:23,Nukeproof,Nukeproof,,16.61,1:10:15,14.2,33.5,,,,458
828,2021-03-16 08:12,Santa Cruz,Santa Cruz,,16.44,1:11:49,13.7,36.5,,,,420
829,2021-03-16 21:38,Nukeproof,Nukeproof,,16.51,1:12:30,13.7,34.5,,,,411
830,2021-03-17 08:44,Nukeproof,Nukeproof,,16.48,1:08:54,14.4,35.2,,,,429
831,2021-03-17 21:40,Nukeproof,Nukeproof,,16.41,1:10:14,14.0,31.1,,,,417
832,2021-03-18 11:43,Santa Cruz,Santa Cruz,,16.46,1:05:16,15.1,36.3,,,,487
833,2021-03-18 21:32,Nukeproof,Nukeproof,,16.54,1:11:11,13.9,34.3,,,,439
834,2021-03-19 08:17,Santa Cruz,Santa Cruz,,16.61,1:12:58,13.7,40.5,,,,452
835,2021-03-22 08:20,Nukeproof,Nukeproof,,16.50,1:08:45,14.4,30.8,,,,430
836,2021-03-22 21:42,Nukeproof,Nukeproof,,16.69,1:09:16,14.5,34.8,,,,439
837,2021-03-23 08:08,Nukeproof,Nukeproof,,8.97,0:41:05,13.1,25.8,,,,242
838,2021-03-23 21:20,Nukeproof,Nukeproof,,16.52,1:09:30,14.3,29.5,,,,468
839,2021-03-28 21:50,Nukeproof,Nukeproof,,16.55,1:09:06,14.4,30.8,,,,417
840,2021-03-29 08:26,Nukeproof,Nukeproof,,16.51,1:11:47,13.8,35.7,,,,466
841,2021-03-29 21:33,Nukeproof,Nukeproof,,16.36,1:10:17,14.0,35.3,,,,405
842,2021-03-30 08:02,Nukeproof,Nukeproof,,18.15,1:21:21,13.4,27.8,,,,502
843,2021-03-30 20:57,Nukeproof,Nukeproof,,16.51,1:09:57,14.2,35.2,,,,449
844,2021-03-31 08:21,Nukeproof,Nukeproof,,16.76,1:10:19,14.3,33.7,,,,534
845,2021-03-31 21:33,Nukeproof,Nukeproof,,16.50,1:10:01,14.1,31.8,,,,455
846,2021-04-01 08:47,Nukeproof,Nukeproof,,17.33,1:19:10,13.1,35.8,,,,559
847,2021-04-01 21:27,Nukeproof,Nukeproof,,16.56,1:07:06,14.8,31.6,,,,469
848,2021-04-02 08:10,Nukeproof,Nukeproof,,16.81,1:18:08,12.9,34.4,,,,532
849,2021-04-05 08:28,Nukeproof,Nukeproof,,16.73,1:13:51,13.6,36.4,,,,491
850,2021-04-06 21:24,Nukeproof,Nukeproof,,16.63,1:09:24,14.4,29.9,,,,445
851,2021-04-07 09:17,Nukeproof,Nukeproof,,16.57,1:17:52,12.8,31.5,,,,401
852,2021-04-07 21:22,Nukeproof,Nukeproof,,16.50,1:13:21,13.5,32.0,,,,446
853,2021-04-08 08:12,Nukeproof,Nukeproof,,16.62,1:23:01,12.0,38.0,,,,469
854,2021-04-08 21:38,Nukeproof,Nukeproof,,16.67,1:12:43,13.8,35.8,,,,445
855,2021-04-09 08:02,Nukeproof,Nukeproof,,16.45,1:16:46,12.9,36.7,,,,500
856,2021-04-11 02:17,Nukeproof,Nukeproof,,28.53,2:16:26,12.5,48.3,,,,905
857,2021-04-12 21:37,Nukeproof,Nukeproof,,16.56,1:12:13,13.8,34.8,,,,489
858,2021-04-13 10:54,Nukeproof,Nukeproof,,16.66,1:04:51,15.4,36.5,,,,452
859,2021-04-13 21:24,Nukeproof,Nukeproof,,16.63,1:08:12,14.6,35.2,,,,446
860,2021-04-14 08:06,Nukeproof,Nukeproof,,16.59,1:25:21,11.7,35.3,,,,435
861,2021-04-14 21:24,Nukeproof,Nukeproof,,16.65,1:18:47,12.7,29.6,,,,446
862,2021-04-15 08:18,Nukeproof,Nukeproof,,18.07,1:29:48,12.1,34.6,,,,611
863,2021-04-18 01:11,Nukeproof,Nukeproof,,18.62,1:36:43,11.6,31.8,,,,741
864,2021-04-19 08:38,Nukeproof,Nukeproof,,17.00,1:09:50,14.6,39.8,,,,496
865,2021-04-19 21:27,Nukeproof,Nukeproof,,17.02,1:09:11,14.8,37.9,,,,494
866,2021-04-20 09:25,Nukeproof,Nukeproof,,16.57,1:09:46,14.3,36.1,,,,505
867,2021-04-20 21:04,Nukeproof,Nukeproof,,16.62,1:13:04,13.6,39.3,,,,466
868,2021-04-21 09:21,수원시,Nukeproof,수원시,16.58,1:13:51,13.5,34.8,,,,506
869,2021-04-25 00:59,Nukeproof,Nukeproof,,23.35,1:54:10,12.3,40.3,,,,1039
870,2021-04-25 05:49,Nukeproof,Nukeproof,,6.96,0:23:57,17.4,32.0,,,,185
871,2021-04-25 21:35,Nukeproof,Nukeproof,,16.58,1:13:18,13.6,32.4,,,,448
872,2021-04-26 08:10,Nukeproof,Nukeproof,,16.47,1:13:37,13.4,36.2,,,,425
873,2021-04-26 21:42,Nukeproof,Nukeproof,,16.71,1:06:32,15.1,32.1,,,,453
874,2021-04-27 10:51,Nukeproof,Nukeproof,,16.68,1:08:42,14.6,37.4,,,,454
875,2021-04-27 21:16,Nukeproof,Nukeproof,,16.66,1:09:42,14.3,35.2,,,,447
876,2021-04-28 07:58,Nukeproof,Nukeproof,,16.43,1:09:19,14.2,37.6,,,,463
877,2021-04-28 21:40,Nukeproof,Nukeproof,,16.58,1:09:35,14.3,36.2,,,,479
878,2021-04-29 08:08,Nukeproof,Nukeproof,,16.34,1:07:13,14.6,33.8,,,,475
879,2021-05-02 00:52,Nukeproof,Nukeproof,,32.68,2:04:10,15.8,31.8,,,,966
880,2021-05-02 22:03,Nukeproof,Nukeproof,,16.32,1:06:48,14.7,35.6,,,,463
881,2021-05-03 08:00,Santa Cruz,Santa Cruz,,16.59,1:04:57,15.3,37.0,,,,493
882,2021-05-04 09:19,Santa Cruz,Santa Cruz,,16.57,1:06:22,15.0,34.0,,,,469
883,2021-05-05 21:48,Nukeproof,Nukeproof,,16.68,1:02:30,16.0,36.8,,,,541
884,2021-05-06 08:11,Nukeproof,Nukeproof,,16.77,1:04:26,15.6,43.2,,,,599
885,2021-05-10 21:27,Nukeproof,Nukeproof,,16.91,1:06:24,15.3,36.6,,,,499
886,2021-05-11 08:09,Nukeproof,Nukeproof,,16.63,1:06:23,15.0,44.2,,,,523
887,2021-05-11 21:20,Nukeproof,Nukeproof,,16.81,1:00:21,16.7,41.9,,,,543
888,2021-05-12 08:09,Nukeproof,Nukeproof,,16.65,1:05:06,15.3,42.2,,,,506
889,2021-05-12 21:26,Nukeproof,Nukeproof,,16.95,1:06:07,15.4,33.4,,,,536
890,2021-05-13 21:42,Nukeproof,Nukeproof,,16.85,1:05:22,15.5,39.1,,,,559
891,2021-05-14 09:13,Nukeproof,Nukeproof,,12.75,1:02:00,12.3,21.2,,,,320
892,2021-05-16 21:50,Nukeproof,Nukeproof,,16.67,1:06:53,15.0,35.1,,,,474
893,2021-05-17 08:14,수원시,Nukeproof,수원시,16.39,1:05:36,15.0,38.3,,,,488
894,2021-05-17 21:43,Nukeproof,Nukeproof,,16.74,1:08:09,14.7,35.0,,,,505
895,2021-05-18 09:48,Nukeproof,Nukeproof,,16.73,1:06:53,15.0,35.3,,,,480
896,2021-05-19 21:50,Nukeproof,Nukeproof,,16.66,1:08:05,14.7,38.0,,,,489
897,2021-05-20 08:46,Nukeproof,Nukeproof,,16.66,1:06:43,15.0,39.2,,,,497
898,2021-05-21 08:11,Nukeproof,Nukeproof,,16.80,1:10:36,14.3,33.8,,,,531
899,2021-05-22 23:32,Nukeproof,Nukeproof,,59.25,3:29:06,17.0,43.1,,,,1859
900,2021-05-23 21:35,Nukeproof,Nukeproof,,16.81,1:09:59,14.4,34.1,,,,503
901,2021-05-24 08:36,Nukeproof,Nukeproof,,16.76,1:07:33,14.9,36.6,,,,502
902,2021-05-30 00:16,Nukeproof,Nukeproof,,87.08,4:35:46,18.9,32.6,,,,2473
903,2021-05-30 21:45,Nukeproof,Nukeproof,,16.67,1:10:12,14.2,37.6,,,,497
904,2021-05-31 08:50,Nukeproof,Nukeproof,,16.70,1:11:09,14.1,36.3,,,,467
905,2021-05-31 21:24,Nukeproof,Nukeproof,,16.68,1:10:28,14.2,35.3,,,,491
906,2021-06-01 09:19,Santa Cruz,Santa Cruz,,16.92,1:08:50,14.7,36.3,,,,548
907,2021-06-01 21:14,Santa Cruz,Santa Cruz,,16.76,1:08:28,14.7,34.9,,,,464
908,2021-06-02 08:46,Santa Cruz,Santa Cruz,,16.63,1:08:34,14.5,38.7,,,,470
909,2021-06-02 21:24,Santa Cruz,Santa Cruz,,16.59,1:03:18,15.7,34.4,,,,512
910,2021-06-03 08:17,Santa Cruz,Santa Cruz,,16.84,1:09:00,14.6,36.7,,,,521
911,2021-06-03 21:06,Wilier,Wilier,,16.75,1:10:36,14.2,32.4,,,,493
912,2021-06-04 08:29,Wilier,Wilier,,17.04,1:13:47,13.9,34.1,,,,508
913,2021-06-06 00:36,Wilier,Wilier,,42.81,2:34:20,16.6,32.6,,,,1233
914,2021-06-06 21:35,Wilier,Wilier,,16.70,1:11:56,13.9,34.0,,,,498
915,2021-06-07 08:01,Wilier,Wilier,,16.69,1:09:59,14.3,40.0,,,,516
916,2021-06-07 21:42,Wilier,Wilier,,16.60,1:08:37,14.5,33.6,,,,477
917,2021-06-08 09:46,Wilier,Wilier,,16.72,1:05:49,15.2,35.5,,,,577
918,2021-06-08 21:25,Wilier,Wilier,,16.73,1:02:45,16.0,36.5,,,,502
919,2021-06-09 08:10,Wilier,Wilier,,16.57,1:07:39,14.7,36.4,,,,466
920,2021-06-09 21:15,Wilier,Wilier,,16.62,1:04:04,15.6,37.4,,,,484
921,2021-06-10 08:43,Wilier,Wilier,,16.71,1:01:39,16.3,37.3,,,,563
922,2021-06-11 21:56,Nukeproof,Nukeproof,,32.51,2:07:18,15.3,31.2,,,,888
923,2021-06-13 01:06,Nukeproof,Nukeproof,,22.72,1:48:42,12.5,48.2,,,,655
924,2021-06-13 21:34,Nukeproof,Nukeproof,,16.72,1:05:30,15.3,33.1,,,,512
925,2021-06-14 09:08,Wilier,Wilier,,16.78,1:05:07,15.5,45.3,,,,570
926,2021-06-14 21:48,Nukeproof,Nukeproof,,16.59,1:02:17,16.0,35.4,,,,499
927,2021-06-15 08:26,Nukeproof,Nukeproof,,22.28,1:50:14,12.1,36.8,,,,1249
928,2021-06-15 20:59,Nukeproof,Nukeproof,,16.56,1:01:54,16.0,34.8,,,,477
929,2021-06-16 10:37,수원시,Nukeproof,수원시,16.46,1:06:58,14.7,38.1,,,,457
930,2021-06-16 21:30,Nukeproof,Nukeproof,,16.46,1:02:01,15.9,35.1,,,,470
931,2021-06-17 08:17,Nukeproof,Nukeproof,,16.53,1:02:03,16.0,37.8,121,148,,472
932,2021-06-20 00:45,Nukeproof,Nukeproof,,11.83,1:08:20,10.4,28.9,130,166,,365
933,2021-06-20 21:43,Nukeproof,Nukeproof,,16.44,1:07:53,14.5,32.9,124,153,,465
934,2021-06-21 08:20,Nukeproof,Nukeproof,,16.73,1:09:35,14.4,35.2,125,157,,500
935,2021-06-21 21:34,Nukeproof,Nukeproof,,16.70,1:06:23,15.1,35.3,131,163,,483
936,2021-06-22 09:01,Nukeproof,Nukeproof,,16.72,1:07:44,14.8,37.1,119,144,,492
937,2021-06-22 21:06,Nukeproof,Nukeproof,,16.60,1:08:26,14.5,35.2,124,149,,467
938,2021-06-23 08:06,Nukeproof,Nukeproof,,16.76,1:11:44,14.0,34.5,113,140,,498
939,2021-06-23 21:18,Nukeproof,Nukeproof,,16.76,1:08:44,14.6,32.5,123,148,,459
940,2021-06-24 08:06,Nukeproof,Nukeproof,,16.61,1:10:44,14.1,38.2,115,143,,490
941,2021-06-24 21:12,Nukeproof,Nukeproof,,16.63,1:06:26,15.0,33.8,124,151,,484
942,2021-06-27 00:36,Nukeproof,Nukeproof,,16.85,1:25:12,11.9,47.8,,,,529
943,2021-06-27 06:57,Nukeproof,Nukeproof,,20.49,1:04:55,18.9,34.9,,,,525
944,2021-06-27 21:33,Nukeproof,Nukeproof,,17.14,1:12:51,14.1,33.1,123,145,,461
945,2021-06-28 08:10,Nukeproof,Nukeproof,,16.50,1:08:42,14.4,36.1,118,144,,466
946,2021-06-28 21:27,Nukeproof,Nukeproof,,16.68,1:09:14,14.5,33.5,123,151,,470
947,2021-06-29 12:04,Nukeproof,Nukeproof,,16.60,1:08:02,14.6,35.7,119,154,,487
948,2021-06-29 21:09,Nukeproof,Nukeproof,,16.51,1:07:48,14.6,31.2,128,152,,470
949,2021-06-30 08:06,Nukeproof,Nukeproof,,16.48,1:07:11,14.7,35.1,119,148,,482
950,2021-06-30 21:24,Nukeproof,Nukeproof,,16.73,1:09:57,14.3,34.2,120,142,,496
951,2021-07-01 08:14,Nukeproof,Nukeproof,,18.31,1:24:36,13.0,36.5,122,158,,474
952,2021-07-01 20:57,Nukeproof,Nukeproof,,17.28,1:11:06,14.6,33.0,113,138,100,482
953,2021-07-02 08:12,Nukeproof,Nukeproof,,17.36,1:06:32,15.7,41.9,116,147,122,444
954,2021-07-02 22:28,Nukeproof,Nukeproof,,31.13,1:59:14,15.7,36.3,103,134,105,856
955,2021-07-04 21:13,Nukeproof,Nukeproof,,17.51,1:09:12,15.2,37.5,122,152,106,500
956,2021-07-05 08:20,Nukeproof,Nukeproof,,17.38,1:11:14,14.6,39.1,120,148,107,425
957,2021-07-05 20:59,Nukeproof,Nukeproof,,17.24,1:07:12,15.4,39.5,123,147,95,523
958,2021-07-06 08:06,Nukeproof,Nukeproof,,17.30,1:08:48,15.1,40.9,112,141,105,458
959,2021-07-07 21:24,Nukeproof,Nukeproof,,17.42,1:09:11,15.1,34.8,126,153,104,489
960,2021-07-08 08:02,Nukeproof,Nukeproof,,17.14,1:07:24,15.3,42.1,122,152,112,438
961,2021-07-11 01:00,Nukeproof,Nukeproof,,91.30,4:50:00,18.9,38.8,128,159,118,2247
962,2021-07-11 21:20,Nukeproof,Nukeproof,,17.30,1:12:26,14.3,35.8,,,97,455
963,2021-07-12 08:47,Santa Cruz,Santa Cruz,,16.94,1:09:21,14.7,50.6,,,98,459
964,2021-07-12 21:34,Santa Cruz,Santa Cruz,,16.64,1:01:27,16.2,41.5,129,156,107,501
965,2021-07-13 08:05,Santa Cruz,Santa Cruz,,16.55,1:04:17,15.4,40.6,119,147,104,437
966,2021-07-13 21:20,Santa Cruz,Santa Cruz,,16.41,1:04:43,15.2,36.8,124,149,104,492
967,2021-07-14 08:06,Santa Cruz,Santa Cruz,,16.23,1:03:40,15.3,41.7,123,154,105,394
968,2021-07-14 21:23,Nukeproof,Nukeproof,,17.15,1:02:15,16.5,38.8,130,160,101,488
969,2021-07-15 08:06,Nukeproof,Nukeproof,,17.40,1:11:05,14.7,37.5,111,146,103,405
970,2021-07-18 00:40,Nukeproof,Nukeproof,,36.83,2:14:00,16.5,30.9,122,154,112,863
971,2021-07-18 21:13,Nukeproof,Nukeproof,,17.34,1:11:40,14.5,40.3,122,146,93,469
972,2021-07-19 08:16,Nukeproof,Nukeproof,,17.14,1:06:30,15.5,38.2,108,140,109,455
973,2021-07-19 21:22,Nukeproof,Nukeproof,,17.32,1:07:33,15.4,36.5,123,152,95,507
974,2021-07-20 08:18,Nukeproof,Nukeproof,,17.07,1:01:40,16.6,41.2,123,151,94,430
975,2021-07-20 21:33,Nukeproof,Nukeproof,,17.25,1:03:06,16.4,41.1,129,157,100,505
976,2021-07-21 08:15,Nukeproof,Nukeproof,,17.15,1:04:05,16.1,39.9,126,158,97,424
977,2021-07-21 21:13,Nukeproof,Nukeproof,,17.15,1:04:21,16.0,37.7,130,162,107,493
978,2021-07-22 11:09,Nukeproof,Nukeproof,,17.11,1:04:07,16.0,40.2,136,172,116,467
979,2021-07-24 22:32,Nukeproof,Nukeproof,,22.39,1:46:44,12.6,29.9,132,170,101,607
980,2021-08-01 21:45,Nukeproof,Nukeproof,,17.20,1:02:45,16.4,36.2,133,163,100,495
981,2021-08-02 08:18,Nukeproof,Nukeproof,,17.16,1:05:26,15.7,38.6,121,149,99,550
982,2021-08-02 21:39,Nukeproof,Nukeproof,,17.16,1:02:10,16.6,42.0,133,162,104,450
983,2021-08-03 08:22,Nukeproof,Nukeproof,,16.70,1:02:49,15.9,41.2,125,153,95,441
984,2021-08-04 11:32,Wilier,Wilier,,16.78,1:02:40,16.1,37.1,128,163,93,535
985,2021-08-04 21:41,Nukeproof,Nukeproof,,17.17,1:02:59,16.4,37.3,139,167,92,457
986,2021-08-05 08:23,Nukeproof,Nukeproof,,17.15,1:10:10,14.7,39.6,118,151,101,409
987,2021-08-05 21:40,Nukeproof,Nukeproof,,17.12,1:03:55,16.1,37.3,131,156,98,447
988,2021-08-06 08:04,Nukeproof,Nukeproof,,17.18,1:06:19,15.5,42.3,116,146,98,454
989,2021-08-08 00:19,Nukeproof,Nukeproof,,89.51,4:44:46,18.9,79.2,,,143,2612
990,2021-08-08 21:07,Nukeproof,Nukeproof,,17.23,1:08:13,15.2,42.5,124,150,102,506
991,2021-08-09 08:37,Nukeproof,Nukeproof,,17.29,1:08:33,15.1,39.8,116,145,97,432
992,2021-08-09 21:39,Nukeproof,Nukeproof,,17.14,1:06:53,15.4,36.3,123,149,97,488
993,2021-08-10 08:16,Nukeproof,Nukeproof,,17.12,1:09:44,14.7,36.5,110,147,96,415
994,2021-08-10 21:36,Nukeproof,Nukeproof,,17.21,1:06:46,15.5,44.5,125,150,107,464
995,2021-08-11 08:11,Nukeproof,Nukeproof,,17.02,1:05:30,15.6,43.6,120,150,103,427
996,2021-08-11 21:42,Nukeproof,Nukeproof,,17.17,1:06:58,15.4,37.0,,,100,463
997,2021-08-12 08:06,Nukeproof,Nukeproof,,17.02,1:07:26,15.1,38.2,,,113,448
998,2021-08-12 21:27,Nukeproof,Nukeproof,,17.18,1:08:32,15.0,43.2,121,149,93,447
999,2021-08-13 08:05,Nukeproof,Nukeproof,,17.50,1:09:26,15.1,42.7,113,147,90,422
1000,2021-08-14 23:20,Nukeproof,Nukeproof,,22.58,1:40:04,13.5,32.4,130,167,102,708
1001,2021-08-15 22:46,Nukeproof,Nukeproof,,31.60,1:49:00,17.4,32.7,106,136,113,764
1002,2021-08-16 21:41,Nukeproof,Nukeproof,,17.33,1:04:26,16.1,42.3,130,161,96,443
1003,2021-08-17 08:04,Nukeproof,Nukeproof,,17.19,1:06:13,15.6,34.9,110,143,96,461
1004,2021-08-18 21:19,Nukeproof,Nukeproof,,17.34,1:01:36,16.9,36.9,,,104,465
1005,2021-08-19 07:57,Nukeproof,Nukeproof,,17.07,1:06:24,15.4,38.4,,,97,415
1006,2021-08-19 21:26,Nukeproof,Nukeproof,,17.28,1:04:48,16.0,36.7,125,151,100,489
1007,2021-08-20 08:11,Nukeproof,Nukeproof,,17.22,1:05:40,15.7,39.4,119,149,100,435
1008,2021-08-22 21:14,Nukeproof,Nukeproof,,16.66,1:04:53,15.4,36.5,,,,489
1009,2021-08-23 08:23,Nukeproof,Nukeproof,,17.31,1:07:42,15.3,38.4,117,150,100,466
1010,2021-08-25 21:22,Nukeproof,Nukeproof,,17.27,1:03:29,16.3,34.5,136,164,97,505
1011,2021-08-26 03:41,Nukeproof,Nukeproof,,16.98,1:01:46,16.5,46.7,133,161,96,484
1012,2021-08-29 00:26,Nukeproof,Nukeproof,,98.29,5:08:00,19.1,48.7,134,176,146,2949
1013,2021-08-29 21:15,Nukeproof,Nukeproof,,17.16,1:08:47,15.0,40.3,132,157,102,494
1014,2021-08-30 09:59,Nukeproof,Nukeproof,,17.21,1:09:20,14.9,39.8,125,155,101,483
1015,2021-08-30 21:08,Nukeproof,Nukeproof,,17.31,1:08:24,15.2,33.4,130,153,100,497
1016,2021-08-31 08:19,Nukeproof,Nukeproof,,17.44,1:14:50,14.0,33.2,112,150,99,484
1017,2021-08-31 21:42,Nukeproof,Nukeproof,,17.15,1:13:38,14.0,38.4,119,146,97,468
1018,2021-09-01 08:05,수원시,Nukeproof,수원시,16.25,1:03:03,15.5,40.0,112,144,126,441
1019,2021-09-01 21:30,Nukeproof,Nukeproof,,17.25,1:05:16,15.9,35.3,124,149,97,482
1020,2021-09-02 08:15,Nukeproof,Nukeproof,,17.37,1:08:26,15.2,39.4,113,140,135,462
1021,2021-09-02 21:12,Nukeproof,Nukeproof,,17.06,1:05:11,15.7,36.1,122,148,97,489
1022,2021-09-03 08:08,Nukeproof,Nukeproof,,17.17,1:07:00,15.4,44.4,110,141,99,442
1023,2021-09-03 23:13,Nukeproof,Nukeproof,,37.55,2:20:54,16.0,34.1,,,100,718
1024,2021-09-05 00:42,Nukeproof,Nukeproof,,38.87,2:29:57,15.6,39.8,131,164,104,966
1025,2021-09-07 21:22,Nukeproof,Nukeproof,,17.28,1:03:02,16.4,42.0,127,150,94,483
1026,2021-09-08 08:05,Nukeproof,Nukeproof,,17.21,1:05:32,15.8,40.8,114,149,93,476
1027,2021-09-08 21:48,Nukeproof,Nukeproof,,16.91,1:02:16,16.3,39.1,127,149,108,497
1028,2021-09-12 00:51,Nukeproof,Nukeproof,,64.20,3:09:27,20.3,38.8,128,157,103,1439
1029,2021-09-12 21:22,안양시,Nukeproof,안양시,17.30,1:05:50,15.8,34.0,120,147,99,472
1030,2021-09-13 11:40,수원시,Nukeproof,수원시,16.16,1:01:20,15.8,36.9,123,155,101,419
1031,2021-09-13 21:20,안양시,Nukeproof,안양시,17.19,1:04:38,16.0,42.0,,,96,432
1032,2021-09-14 08:44,수원시,Nukeproof,수원시,17.24,1:06:38,15.5,35.3,,,96,476
1033,2021-09-14 21:18,안양시,Nukeproof,안양시,17.39,1:03:57,16.3,42.0,122,146,103,446
1034,2021-09-15 08:08,수원시,Nukeproof,수원시,17.09,1:05:58,15.5,38.6,113,148,107,487
1035,2021-09-15 21:38,안양시,Nukeproof,안양시,17.30,1:03:09,16.4,43.1,128,163,100,468
1036,2021-09-16 08:09,수원시,Nukeproof,수원시,17.25,1:10:28,14.7,40.9,110,144,94,494
1037,2021-09-16 21:25,북대서양,Nukeproof,북대서양,17.27,1:02:09,16.7,36.3,127,159,97,492
1038,2021-09-17 08:07,수원시,Nukeproof,수원시,17.39,1:10:06,14.9,37.8,109,145,103,460
1039,2021-09-18 22:50,Nukeproof,Nukeproof,,22.67,1:42:09,13.3,36.2,124,174,101,631
1040,2021-09-21 23:43,남양주시,Nukeproof,남양주시,37.08,2:06:18,17.6,55.8,,,104,914
1041,2021-09-22 21:44,안양시,Nukeproof,안양시,17.32,1:05:58,15.8,41.7,124,150,101,433
1042,2021-09-23 08:12,수원시,Nukeproof,수원시,17.35,1:10:28,14.8,42.1,118,148,109,462
1043,2021-09-23 21:25,경기도,Nukeproof,경기도,17.29,1:03:55,16.2,37.4,122,145,95,457
1044,2021-09-24 08:16,경기도,Nukeproof,경기도,17.36,1:11:38,14.5,41.7,106,137,102,474
1045,2021-09-25 00:09,경기도,Nukeproof,경기도,23.58,1:50:02,12.9,28.8,116,169,98,605
1046,2021-09-26 21:16,경기도,Nukeproof,경기도,17.26,1:05:45,15.7,37.8,128,156,93,427
1047,2021-09-27 08:54,수원시,Nukeproof,수원시,17.31,1:09:16,15.0,38.3,110,141,94,439
1048,2021-09-27 21:36,Nukeproof,Nukeproof,,17.39,1:06:34,15.7,35.7,123,148,95,469
1049,2021-09-28 10:01,수원시,Nukeproof,수원시,17.37,1:08:43,15.2,42.5,119,150,93,411
1050,2021-09-29 21:39,안양시,Nukeproof,안양시,17.42,1:05:15,16.0,37.9,124,150,102,488
1051,2021-09-30 08:13,Nukeproof,Nukeproof,,17.35,1:09:51,14.9,37.1,114,146,101,482
1052,2021-09-30 21:13,안양시,Nukeproof,안양시,17.38,1:07:16,15.5,40.3,127,229,102,477
1053,2021-10-01 08:14,수원시,Nukeproof,수원시,17.28,1:07:58,15.3,40.4,113,141,93,462
1054,2021-10-01 22:41,Nukeproof,Nukeproof,,29.80,1:49:29,16.3,34.1,,,101,649
1055,2021-10-02 23:09,안양시,Wilier,안양시,81.40,4:06:34,19.8,33.3,118,146,,2060
1056,2021-10-03 21:42,Wilier,Wilier,,17.18,1:00:08,17.1,38.6,,,,526
1057,2021-10-04 08:42,Nukeproof,Nukeproof,,18.01,1:13:28,14.7,47.4,113,148,103,484
1058,2021-10-04 21:20,안양시,Wilier,안양시,17.59,1:03:13,16.7,41.5,125,150,93,500
1059,2021-10-05 08:02,수원시,Santa Cruz,수원시,16.77,1:07:15,15.0,41.5,116,148,97,588
1060,2021-10-07 21:29,Nukeproof,Nukeproof,,16.98,1:09:14,14.7,33.0,124,153,96,491
1061,2021-10-08 08:10,수원시,Santa Cruz,수원시,16.18,1:07:49,14.3,38.6,119,151,88,448
1062,2021-10-10 23:22,남양주시,Nukeproof,남양주시,31.56,1:44:44,18.1,34.0,107,134,107,648
1063,2021-10-11 21:39,Nukeproof,Nukeproof,,18.15,1:12:43,15.0,35.9,122,150,87,480
1064,2021-10-12 08:06,수원시,Santa Cruz,수원시,16.31,1:09:59,14.0,39.7,116,158,86,388
1065,2021-10-12 21:19,안양시,Nukeproof,안양시,17.22,1:05:52,15.7,39.6,127,158,90,481
1066,2021-10-13 08:38,Santa Cruz,Santa Cruz,,16.62,1:04:09,15.5,39.6,122,155,95,478
1067,2021-10-13 21:34,안양시,Santa Cruz,안양시,16.61,1:01:04,16.3,41.2,125,158,97,526
1068,2021-10-14 08:10,수원시,Santa Cruz,수원시,16.66,1:06:20,15.1,39.2,112,142,107,470
1069,2021-10-14 21:14,안양시,Santa Cruz,안양시,16.83,1:01:06,16.5,36.3,120,153,99,542
1070,2021-10-15 08:04,Santa Cruz,Santa Cruz,,16.31,1:09:31,14.1,39.8,114,149,86,440
1071,2021-10-15 23:15,남양주시,Nukeproof,남양주시,32.80,1:58:22,16.6,30.7,108,146,115,808
1072,2021-10-17 01:03,남양주시,Nukeproof,남양주시,84.33,4:38:30,18.2,44.1,117,150,144,1974
1073,2021-10-17 21:33,안양시,Nukeproof,안양시,17.38,1:11:06,14.7,34.1,117,143,101,452
1074,2021-10-18 11:26,Nukeproof,Nukeproof,,17.69,1:03:27,16.7,39.8,126,155,102,493
1075,2021-10-19 21:31,안양시,Santa Cruz,안양시,12.65,0:44:37,17.0,36.5,124,151,103,375
1076,2021-10-20 08:10,수원시,Santa Cruz,수원시,12.83,0:51:40,14.9,36.2,115,148,104,336
1077,2021-10-20 21:32,안양시,Wilier,안양시,17.84,1:05:22,16.4,32.5,119,170,101,435
1078,2021-10-21 23:02,고성군,Wilier,고성군,12.38,0:50:31,14.7,23.8,,,98,240
1079,2021-10-22 05:48,Nukeproof,Nukeproof,,19.25,1:14:52,15.4,33.8,,,105,395
1080,2021-10-24 21:32,안양시,Nukeproof,안양시,16.58,1:01:44,16.1,34.8,124,151,94,455
1081,2021-10-25 10:19,수원시,Santa Cruz,수원시,16.80,1:07:37,14.9,35.0,116,151,99,453
1082,2021-10-25 21:42,안양시,Nukeproof,안양시,18.81,1:08:01,16.6,35.2,81,81,103,511
1083,2021-10-26 09:08,수원시,Santa Cruz,수원시,16.71,1:11:34,14.0,39.5,105,148,95,461
1084,2021-10-26 21:39,안양시,Santa Cruz,안양시,16.72,1:01:42,16.3,39.2,123,148,97,500
1085,2021-10-27 08:16,수원시,Santa Cruz,수원시,16.83,1:20:15,12.6,38.7,108,151,141,478
